Source;Target;Id;linkname
4814;10122;49749.0;4814->10122
4814;10332;49750.0;4814->10332
4814;10412;49751.0;4814->10412
4814;10572;49752.0;4814->10572
4814;10645;49753.0;4814->10645
4814;10759;49754.0;4814->10759
4814;10815;49755.0;4814->10815
4815;1019;49756.0;4815->1019
4815;7645;49757.0;4815->7645
4815;9906;49758.0;4815->9906
4816;8;49759.0;4816->8
4816;4820;49760.0;4816->4820
4816;4824;49761.0;4816->4824
4816;4860;49762.0;4816->4860
4816;4873;49763.0;4816->4873
4816;4900;49764.0;4816->4900
4816;9752;49765.0;4816->9752
4817;4786;49766.0;4817->4786
4819;2556;49767.0;4819->2556
4819;2623;49768.0;4819->2623
4819;4836;49769.0;4819->4836
4819;8012;49770.0;4819->8012
4820;4855;49771.0;4820->4855
4820;5235;49772.0;4820->5235
4820;5254;49773.0;4820->5254
4820;9184;49774.0;4820->9184
4820;9984;49775.0;4820->9984
4822;4788;49776.0;4822->4788
4823;4780;49777.0;4823->4780
4823;4784;49778.0;4823->4784
4823;4849;49779.0;4823->4849
4823;4869;49780.0;4823->4869
4823;4902;49781.0;4823->4902
4823;4904;49782.0;4823->4904
4824;4816;49783.0;4824->4816
4824;4860;49784.0;4824->4860
4825;1988;49785.0;4825->1988
4825;4790;49786.0;4825->4790
4825;4832;49787.0;4825->4832
4825;4890;49788.0;4825->4890
4825;9394;49789.0;4825->9394
4825;11311;49790.0;4825->11311
4827;1013;49791.0;4827->1013
4827;1072;49792.0;4827->1072
4827;4786;49793.0;4827->4786
4827;4802;49794.0;4827->4802
4827;4902;49795.0;4827->4902
4828;4786;49796.0;4828->4786
4828;4789;49797.0;4828->4789
4828;4827;49798.0;4828->4827
4828;4901;49799.0;4828->4901
4829;4812;49800.0;4829->4812
4829;4868;49801.0;4829->4868
4829;4915;49802.0;4829->4915
4829;9418;49803.0;4829->9418
4830;4804;49804.0;4830->4804
4830;4869;49805.0;4830->4869
4830;4909;49806.0;4830->4909
4830;5679;49807.0;4830->5679
4830;8283;49808.0;4830->8283
4830;8600;49809.0;4830->8600
4831;1383;49810.0;4831->1383
4831;2255;49811.0;4831->2255
4831;4873;49812.0;4831->4873
4831;4886;49813.0;4831->4886
4831;4890;49814.0;4831->4890
4831;5136;49815.0;4831->5136
4831;6932;49816.0;4831->6932
4831;7063;49817.0;4831->7063
4831;7909;49818.0;4831->7909
4831;8354;49819.0;4831->8354
4831;8483;49820.0;4831->8483
4831;9443;49821.0;4831->9443
4831;9738;49822.0;4831->9738
4832;2086;49823.0;4832->2086
4833;4842;49824.0;4833->4842
4833;7681;49825.0;4833->7681
4833;10795;49826.0;4833->10795
4833;10798;49827.0;4833->10798
4834;4903;49828.0;4834->4903
4834;5372;49829.0;4834->5372
4834;9595;49830.0;4834->9595
4835;1091;49831.0;4835->1091
4835;7960;49832.0;4835->7960
4836;772;49833.0;4836->772
4836;780;49834.0;4836->780
4836;781;49835.0;4836->781
4836;2465;49836.0;4836->2465
4836;4261;49837.0;4836->4261
4836;4735;49838.0;4836->4735
4836;5212;49839.0;4836->5212
4836;5815;49840.0;4836->5815
4836;10029;49841.0;4836->10029
4836;10242;49842.0;4836->10242
4837;5575;49843.0;4837->5575
4839;4839;49844.0;4839->4839
4839;8720;49845.0;4839->8720
4839;8763;49846.0;4839->8763
4839;9156;49847.0;4839->9156
4839;9315;49848.0;4839->9315
4840;8965;49849.0;4840->8965
4840;9117;49850.0;4840->9117
4841;2822;49851.0;4841->2822
4841;4871;49852.0;4841->4871
4841;5659;49853.0;4841->5659
4841;7608;49854.0;4841->7608
4841;7877;49855.0;4841->7877
4841;7957;49856.0;4841->7957
4841;8008;49857.0;4841->8008
4841;8350;49858.0;4841->8350
4841;9189;49859.0;4841->9189
4841;9496;49860.0;4841->9496
4841;10045;49861.0;4841->10045
4841;10116;49862.0;4841->10116
4841;10220;49863.0;4841->10220
4841;10239;49864.0;4841->10239
4841;10607;49865.0;4841->10607
4842;1577;49866.0;4842->1577
4842;1593;49867.0;4842->1593
4842;2906;49868.0;4842->2906
4842;4225;49869.0;4842->4225
4842;4833;49870.0;4842->4833
4842;4867;49871.0;4842->4867
4842;4880;49872.0;4842->4880
4842;4899;49873.0;4842->4899
4842;4908;49874.0;4842->4908
4842;6537;49875.0;4842->6537
4842;9484;49876.0;4842->9484
4842;10079;49877.0;4842->10079
4842;10641;49878.0;4842->10641
4843;1573;49879.0;4843->1573
4843;2848;49880.0;4843->2848
4843;3189;49881.0;4843->3189
4843;3190;49882.0;4843->3190
4843;3220;49883.0;4843->3220
4843;3232;49884.0;4843->3232
4843;4737;49885.0;4843->4737
4843;4898;49886.0;4843->4898
4843;5153;49887.0;4843->5153
4843;6673;49888.0;4843->6673
4843;6794;49889.0;4843->6794
4843;7088;49890.0;4843->7088
4843;7089;49891.0;4843->7089
4843;7673;49892.0;4843->7673
4843;8355;49893.0;4843->8355
4843;8431;49894.0;4843->8431
4844;4827;49895.0;4844->4827
4844;4883;49896.0;4844->4883
4844;4905;49897.0;4844->4905
4844;10024;49898.0;4844->10024
4845;351;49899.0;4845->351
4845;782;49900.0;4845->782
4845;3190;49901.0;4845->3190
4845;3220;49902.0;4845->3220
4845;3610;49903.0;4845->3610
4845;4288;49904.0;4845->4288
4845;4366;49905.0;4845->4366
4845;4843;49906.0;4845->4843
4845;5732;49907.0;4845->5732
4845;7673;49908.0;4845->7673
4845;8431;49909.0;4845->8431
4846;1886;49910.0;4846->1886
4846;3636;49911.0;4846->3636
4846;4850;49912.0;4846->4850
4846;6046;49913.0;4846->6046
4846;8231;49914.0;4846->8231
4846;10009;49915.0;4846->10009
4846;10321;49916.0;4846->10321
4847;674;49917.0;4847->674
4847;1314;49918.0;4847->1314
4847;4250;49919.0;4847->4250
4847;4361;49920.0;4847->4361
4847;4432;49921.0;4847->4432
4847;4888;49922.0;4847->4888
4847;4916;49923.0;4847->4916
4847;5139;49924.0;4847->5139
4847;5918;49925.0;4847->5918
4848;4786;49926.0;4848->4786
4848;4812;49927.0;4848->4812
4848;4880;49928.0;4848->4880
4848;9909;49929.0;4848->9909
4849;4823;49930.0;4849->4823
4849;4869;49931.0;4849->4869
4849;4895;49932.0;4849->4895
4849;7984;49933.0;4849->7984
4849;9231;49934.0;4849->9231
4850;1056;49935.0;4850->1056
4850;1738;49936.0;4850->1738
4850;2274;49937.0;4850->2274
4850;3829;49938.0;4850->3829
4850;4786;49939.0;4850->4786
4850;4907;49940.0;4850->4907
4850;4910;49941.0;4850->4910
4850;7021;49942.0;4850->7021
4851;114;49943.0;4851->114
4851;165;49944.0;4851->165
4851;296;49945.0;4851->296
4851;502;49946.0;4851->502
4851;1047;49947.0;4851->1047
4851;1276;49948.0;4851->1276
4851;1367;49949.0;4851->1367
4851;1530;49950.0;4851->1530
4851;2350;49951.0;4851->2350
4851;2539;49952.0;4851->2539
4851;2925;49953.0;4851->2925
4851;3469;49954.0;4851->3469
4851;3925;49955.0;4851->3925
4851;4255;49956.0;4851->4255
4851;5650;49957.0;4851->5650
4851;5972;49958.0;4851->5972
4851;5991;49959.0;4851->5991
4851;6019;49960.0;4851->6019
4851;6035;49961.0;4851->6035
4851;6124;49962.0;4851->6124
4851;6125;49963.0;4851->6125
4851;6155;49964.0;4851->6155
4851;6223;49965.0;4851->6223
4851;6242;49966.0;4851->6242
4851;6364;49967.0;4851->6364
4851;6425;49968.0;4851->6425
4851;6426;49969.0;4851->6426
4851;6434;49970.0;4851->6434
4851;6619;49971.0;4851->6619
4851;6630;49972.0;4851->6630
4851;6650;49973.0;4851->6650
4851;7442;49974.0;4851->7442
4851;7455;49975.0;4851->7455
4851;9204;49976.0;4851->9204
4851;9446;49977.0;4851->9446
4851;9995;49978.0;4851->9995
4851;11335;49979.0;4851->11335
4852;1085;49980.0;4852->1085
4852;3373;49981.0;4852->3373
4852;9575;49982.0;4852->9575
4853;7066;49983.0;4853->7066
4855;4820;49984.0;4855->4820
4855;4833;49985.0;4855->4833
4855;6511;49986.0;4855->6511
4855;9769;49987.0;4855->9769
4855;10078;49988.0;4855->10078
4855;10254;49989.0;4855->10254
4855;10723;49990.0;4855->10723
4856;4810;49991.0;4856->4810
4856;4835;49992.0;4856->4835
4856;4859;49993.0;4856->4859
4856;5448;49994.0;4856->5448
4856;6869;49995.0;4856->6869
4856;7831;49996.0;4856->7831
4856;7944;49997.0;4856->7944
4856;10811;49998.0;4856->10811
4857;210;49999.0;4857->210
4857;3792;50000.0;4857->3792
4857;5446;50001.0;4857->5446
4857;6894;50002.0;4857->6894
4857;6967;50003.0;4857->6967
4857;8331;50004.0;4857->8331
4857;8350;50005.0;4857->8350
4857;8467;50006.0;4857->8467
4857;8915;50007.0;4857->8915
4857;9312;50008.0;4857->9312
4857;9580;50009.0;4857->9580
4857;10092;50010.0;4857->10092
4857;10139;50011.0;4857->10139
4858;4911;50012.0;4858->4911
4859;4810;50013.0;4859->4810
4859;4856;50014.0;4859->4856
4859;4903;50015.0;4859->4903
4860;8;50016.0;4860->8
4860;4801;50017.0;4860->4801
4860;4816;50018.0;4860->4816
4860;4824;50019.0;4860->4824
4860;9368;50020.0;4860->9368
4860;10684;50021.0;4860->10684
4861;4667;50022.0;4861->4667
4861;8679;50023.0;4861->8679
4862;4789;50024.0;4862->4789
4862;4905;50025.0;4862->4905
4862;10024;50026.0;4862->10024
4864;4797;50027.0;4864->4797
4865;1012;50028.0;4865->1012
4865;5168;50029.0;4865->5168
4866;1003;50030.0;4866->1003
4866;1013;50031.0;4866->1013
4866;1886;50032.0;4866->1886
4866;4806;50033.0;4866->4806
4866;8231;50034.0;4866->8231
4866;8647;50035.0;4866->8647
4867;4812;50036.0;4867->4812
4867;4842;50037.0;4867->4842
4867;4890;50038.0;4867->4890
4867;4908;50039.0;4867->4908
4867;4910;50040.0;4867->4910
4867;4914;50041.0;4867->4914
4867;6510;50042.0;4867->6510
4868;4013;50043.0;4868->4013
4868;4786;50044.0;4868->4786
4868;4812;50045.0;4868->4812
4868;5210;50046.0;4868->5210
4868;5423;50047.0;4868->5423
4868;5468;50048.0;4868->5468
4868;7004;50049.0;4868->7004
4868;11316;50050.0;4868->11316
4869;4779;50051.0;4869->4779
4869;4804;50052.0;4869->4804
4869;4814;50053.0;4869->4814
4869;4897;50054.0;4869->4897
4869;4902;50055.0;4869->4902
4869;4904;50056.0;4869->4904
4870;4789;50057.0;4870->4789
4870;4802;50058.0;4870->4802
4870;4862;50059.0;4870->4862
4870;10024;50060.0;4870->10024
4871;215;50061.0;4871->215
4871;1407;50062.0;4871->1407
4871;2380;50063.0;4871->2380
4871;2474;50064.0;4871->2474
4871;3465;50065.0;4871->3465
4871;3840;50066.0;4871->3840
4871;4841;50067.0;4871->4841
4871;6798;50068.0;4871->6798
4871;7766;50069.0;4871->7766
4871;7849;50070.0;4871->7849
4871;7959;50071.0;4871->7959
4871;8026;50072.0;4871->8026
4871;8231;50073.0;4871->8231
4871;8354;50074.0;4871->8354
4871;8462;50075.0;4871->8462
4871;8647;50076.0;4871->8647
4871;8700;50077.0;4871->8700
4871;8752;50078.0;4871->8752
4871;8774;50079.0;4871->8774
4871;8797;50080.0;4871->8797
4871;8947;50081.0;4871->8947
4871;9005;50082.0;4871->9005
4871;9131;50083.0;4871->9131
4871;9274;50084.0;4871->9274
4871;9408;50085.0;4871->9408
4871;9484;50086.0;4871->9484
4871;9491;50087.0;4871->9491
4871;9571;50088.0;4871->9571
4871;9739;50089.0;4871->9739
4871;10047;50090.0;4871->10047
4871;10305;50091.0;4871->10305
4871;10321;50092.0;4871->10321
4871;10327;50093.0;4871->10327
4871;10339;50094.0;4871->10339
4871;10607;50095.0;4871->10607
4871;10712;50096.0;4871->10712
4871;10721;50097.0;4871->10721
4872;9339;50098.0;4872->9339
4872;9710;50099.0;4872->9710
4872;10484;50100.0;4872->10484
4873;4816;50101.0;4873->4816
4873;4902;50102.0;4873->4902
4873;9752;50103.0;4873->9752
4873;10511;50104.0;4873->10511
4874;4783;50105.0;4874->4783
4874;5114;50106.0;4874->5114
4874;5136;50107.0;4874->5136
4874;9689;50108.0;4874->9689
4875;9076;50109.0;4875->9076
4875;10286;50110.0;4875->10286
4875;11301;50111.0;4875->11301
4877;182;50112.0;4877->182
4877;780;50113.0;4877->780
4877;816;50114.0;4877->816
4877;2063;50115.0;4877->2063
4877;5333;50116.0;4877->5333
4878;4890;50117.0;4878->4890
4878;10626;50118.0;4878->10626
4879;2040;50119.0;4879->2040
4879;3829;50120.0;4879->3829
4879;4814;50121.0;4879->4814
4880;4790;50122.0;4880->4790
4880;4807;50123.0;4880->4807
4880;4842;50124.0;4880->4842
4880;9169;50125.0;4880->9169
4882;4802;50126.0;4882->4802
4882;4827;50127.0;4882->4827
4882;6158;50128.0;4882->6158
4883;317;50129.0;4883->317
4883;4789;50130.0;4883->4789
4883;4828;50131.0;4883->4828
4883;4862;50132.0;4883->4862
4883;4905;50133.0;4883->4905
4883;10024;50134.0;4883->10024
4884;365;50135.0;4884->365
4884;693;50136.0;4884->693
4884;716;50137.0;4884->716
4884;750;50138.0;4884->750
4884;3189;50139.0;4884->3189
4884;4288;50140.0;4884->4288
4884;4366;50141.0;4884->4366
4884;4898;50142.0;4884->4898
4884;5241;50143.0;4884->5241
4884;6673;50144.0;4884->6673
4884;7088;50145.0;4884->7088
4884;7899;50146.0;4884->7899
4884;11306;50147.0;4884->11306
4885;4886;50148.0;4885->4886
4886;4885;50149.0;4886->4885
4886;9582;50150.0;4886->9582
4886;10572;50151.0;4886->10572
4887;275;50152.0;4887->275
4887;2726;50153.0;4887->2726
4887;5140;50154.0;4887->5140
4887;7868;50155.0;4887->7868
4887;8391;50156.0;4887->8391
4887;8597;50157.0;4887->8597
4888;4847;50158.0;4888->4847
4888;4887;50159.0;4888->4887
4889;1589;50160.0;4889->1589
4889;7688;50161.0;4889->7688
4890;1032;50162.0;4890->1032
4890;1079;50163.0;4890->1079
4890;3603;50164.0;4890->3603
4890;4867;50165.0;4890->4867
4890;4908;50166.0;4890->4908
4890;4910;50167.0;4890->4910
4890;6101;50168.0;4890->6101
4890;6533;50169.0;4890->6533
4890;7120;50170.0;4890->7120
4890;8014;50171.0;4890->8014
4891;791;50172.0;4891->791
4891;4836;50173.0;4891->4836
4891;4906;50174.0;4891->4906
4891;5587;50175.0;4891->5587
4892;444;50176.0;4892->444
4892;2969;50177.0;4892->2969
4892;4835;50178.0;4892->4835
4892;4856;50179.0;4892->4856
4892;4859;50180.0;4892->4859
4892;10372;50181.0;4892->10372
4892;10467;50182.0;4892->10467
4892;10482;50183.0;4892->10482
4893;4783;50184.0;4893->4783
4894;2163;50185.0;4894->2163
4894;2241;50186.0;4894->2241
4894;4665;50187.0;4894->4665
4895;4785;50188.0;4895->4785
4895;4788;50189.0;4895->4788
4895;4822;50190.0;4895->4822
4895;4849;50191.0;4895->4849
4895;9231;50192.0;4895->9231
4896;1533;50193.0;4896->1533
4896;3161;50194.0;4896->3161
4896;7067;50195.0;4896->7067
4896;9130;50196.0;4896->9130
4897;1066;50197.0;4897->1066
4897;4804;50198.0;4897->4804
4897;4814;50199.0;4897->4814
4897;4869;50200.0;4897->4869
4897;4902;50201.0;4897->4902
4897;4904;50202.0;4897->4904
4898;909;50203.0;4898->909
4898;1585;50204.0;4898->1585
4898;2447;50205.0;4898->2447
4898;2848;50206.0;4898->2848
4898;3189;50207.0;4898->3189
4898;3209;50208.0;4898->3209
4898;3220;50209.0;4898->3220
4898;4288;50210.0;4898->4288
4898;4366;50211.0;4898->4366
4898;6673;50212.0;4898->6673
4898;7089;50213.0;4898->7089
4899;348;50214.0;4899->348
4899;4790;50215.0;4899->4790
4899;4890;50216.0;4899->4890
4899;4908;50217.0;4899->4908
4899;9484;50218.0;4899->9484
4899;9583;50219.0;4899->9583
4900;4816;50220.0;4900->4816
4901;1072;50221.0;4901->1072
4901;1837;50222.0;4901->1837
4901;4786;50223.0;4901->4786
4901;4827;50224.0;4901->4827
4901;7600;50225.0;4901->7600
4901;7647;50226.0;4901->7647
4901;9063;50227.0;4901->9063
4902;4779;50228.0;4902->4779
4902;4804;50229.0;4902->4804
4902;4869;50230.0;4902->4869
4902;4897;50231.0;4902->4897
4902;4904;50232.0;4902->4904
4903;4810;50233.0;4903->4810
4903;4834;50234.0;4903->4834
4903;4859;50235.0;4903->4859
4904;1103;50236.0;4904->1103
4904;4779;50237.0;4904->4779
4904;4869;50238.0;4904->4869
4904;4902;50239.0;4904->4902
4904;6542;50240.0;4904->6542
4905;4786;50241.0;4905->4786
4905;4789;50242.0;4905->4789
4905;4883;50243.0;4905->4883
4905;10024;50244.0;4905->10024
4907;3481;50245.0;4907->3481
4907;4915;50246.0;4907->4915
4908;1079;50247.0;4908->1079
4908;1181;50248.0;4908->1181
4908;4812;50249.0;4908->4812
4908;4842;50250.0;4908->4842
4908;4890;50251.0;4908->4890
4908;9484;50252.0;4908->9484
4908;9799;50253.0;4908->9799
4909;309;50254.0;4909->309
4909;349;50255.0;4909->349
4909;423;50256.0;4909->423
4909;443;50257.0;4909->443
4909;937;50258.0;4909->937
4909;1882;50259.0;4909->1882
4909;3599;50260.0;4909->3599
4909;3656;50261.0;4909->3656
4909;4136;50262.0;4909->4136
4909;4812;50263.0;4909->4812
4909;7746;50264.0;4909->7746
4909;8075;50265.0;4909->8075
4909;8084;50266.0;4909->8084
4909;8127;50267.0;4909->8127
4909;8283;50268.0;4909->8283
4909;8445;50269.0;4909->8445
4909;8480;50270.0;4909->8480
4909;8928;50271.0;4909->8928
4909;9009;50272.0;4909->9009
4909;9076;50273.0;4909->9076
4909;9145;50274.0;4909->9145
4909;9234;50275.0;4909->9234
4909;9316;50276.0;4909->9316
4909;9333;50277.0;4909->9333
4909;9544;50278.0;4909->9544
4909;9584;50279.0;4909->9584
4909;9739;50280.0;4909->9739
4909;9936;50281.0;4909->9936
4909;9999;50282.0;4909->9999
4909;10163;50283.0;4909->10163
4909;10176;50284.0;4909->10176
4909;10209;50285.0;4909->10209
4909;10264;50286.0;4909->10264
4909;10381;50287.0;4909->10381
4909;10392;50288.0;4909->10392
4909;10397;50289.0;4909->10397
4909;10400;50290.0;4909->10400
4909;10599;50291.0;4909->10599
4909;10729;50292.0;4909->10729
4909;10740;50293.0;4909->10740
4909;10798;50294.0;4909->10798
4909;10813;50295.0;4909->10813
4910;4812;50296.0;4910->4812
4910;4867;50297.0;4910->4867
4910;4890;50298.0;4910->4890
4910;8368;50299.0;4910->8368
4910;10165;50300.0;4910->10165
4911;217;50301.0;4911->217
4911;273;50302.0;4911->273
4911;1135;50303.0;4911->1135
4913;4842;50304.0;4913->4842
4913;4890;50305.0;4913->4890
4913;4910;50306.0;4913->4910
4913;6258;50307.0;4913->6258
4914;1079;50308.0;4914->1079
4914;4867;50309.0;4914->4867
4914;4899;50310.0;4914->4899
4914;4910;50311.0;4914->4910
4914;9583;50312.0;4914->9583
4915;1307;50313.0;4915->1307
4915;2189;50314.0;4915->2189
4915;3845;50315.0;4915->3845
4915;4786;50316.0;4915->4786
4915;4812;50317.0;4915->4812
4915;4902;50318.0;4915->4902
4915;4907;50319.0;4915->4907
4915;5641;50320.0;4915->5641
4916;4204;50321.0;4916->4204
4916;4396;50322.0;4916->4396
4916;4819;50323.0;4916->4819
4916;4847;50324.0;4916->4847
4916;5360;50325.0;4916->5360
4919;2567;50326.0;4919->2567
4919;7543;50327.0;4919->7543
4919;7570;50328.0;4919->7570
4919;8503;50329.0;4919->8503
4919;9141;50330.0;4919->9141
4919;9506;50331.0;4919->9506
4919;9599;50332.0;4919->9599
4919;10238;50333.0;4919->10238
4919;10351;50334.0;4919->10351
4919;10524;50335.0;4919->10524
4919;10544;50336.0;4919->10544
4920;1512;50337.0;4920->1512
4920;3772;50338.0;4920->3772
4920;3872;50339.0;4920->3872
4920;4924;50340.0;4920->4924
4920;4954;50341.0;4920->4954
4920;6258;50342.0;4920->6258
4920;6317;50343.0;4920->6317
4920;6322;50344.0;4920->6322
4920;6331;50345.0;4920->6331
4920;7350;50346.0;4920->7350
4920;7507;50347.0;4920->7507
4920;9484;50348.0;4920->9484
4920;10114;50349.0;4920->10114
4920;10286;50350.0;4920->10286
4921;4920;50351.0;4921->4920
4922;1438;50352.0;4922->1438
4922;1477;50353.0;4922->1477
4922;3702;50354.0;4922->3702
4922;3703;50355.0;4922->3703
4922;3763;50356.0;4922->3763
4922;3860;50357.0;4922->3860
4922;3889;50358.0;4922->3889
4922;3900;50359.0;4922->3900
4922;3902;50360.0;4922->3902
4922;3903;50361.0;4922->3903
4922;3907;50362.0;4922->3907
4922;3928;50363.0;4922->3928
4922;3936;50364.0;4922->3936
4922;4515;50365.0;4922->4515
4922;4568;50366.0;4922->4568
4922;6331;50367.0;4922->6331
4922;7786;50368.0;4922->7786
4922;10828;50369.0;4922->10828
4922;10960;50370.0;4922->10960
4922;11015;50371.0;4922->11015
4922;11069;50372.0;4922->11069
4923;1508;50373.0;4923->1508
4923;3767;50374.0;4923->3767
4923;3772;50375.0;4923->3772
4923;4920;50376.0;4923->4920
4923;4923;50377.0;4923->4923
4923;6332;50378.0;4923->6332
4923;9484;50379.0;4923->9484
4923;9657;50380.0;4923->9657
4923;10260;50381.0;4923->10260
4924;484;50382.0;4924->484
4924;505;50383.0;4924->505
4924;1462;50384.0;4924->1462
4924;1505;50385.0;4924->1505
4924;1520;50386.0;4924->1520
4924;2712;50387.0;4924->2712
4924;3758;50388.0;4924->3758
4924;3772;50389.0;4924->3772
4924;3862;50390.0;4924->3862
4924;3866;50391.0;4924->3866
4924;3872;50392.0;4924->3872
4924;3933;50393.0;4924->3933
4924;4920;50394.0;4924->4920
4924;6317;50395.0;4924->6317
4924;6322;50396.0;4924->6322
4924;6331;50397.0;4924->6331
4924;6335;50398.0;4924->6335
4924;7350;50399.0;4924->7350
4924;7445;50400.0;4924->7445
4924;9169;50401.0;4924->9169
4924;9739;50402.0;4924->9739
4924;9870;50403.0;4924->9870
4924;10117;50404.0;4924->10117
4925;1477;50405.0;4925->1477
4925;3907;50406.0;4925->3907
4925;5510;50407.0;4925->5510
4925;5514;50408.0;4925->5514
4925;11012;50409.0;4925->11012
4925;11170;50410.0;4925->11170
4926;1488;50411.0;4926->1488
4926;1518;50412.0;4926->1518
4926;3288;50413.0;4926->3288
4926;3343;50414.0;4926->3343
4926;3690;50415.0;4926->3690
4926;4996;50416.0;4926->4996
4926;6331;50417.0;4926->6331
4926;6579;50418.0;4926->6579
4926;6632;50419.0;4926->6632
4926;6699;50420.0;4926->6699
4926;11287;50421.0;4926->11287
4927;2487;50422.0;4927->2487
4927;3772;50423.0;4927->3772
4927;4930;50424.0;4927->4930
4927;6010;50425.0;4927->6010
4927;6030;50426.0;4927->6030
4927;6218;50427.0;4927->6218
4927;6258;50428.0;4927->6258
4928;1290;50429.0;4928->1290
4928;2840;50430.0;4928->2840
4928;4963;50431.0;4928->4963
4928;7713;50432.0;4928->7713
4928;8875;50433.0;4928->8875
4928;9161;50434.0;4928->9161
4928;9818;50435.0;4928->9818
4928;10428;50436.0;4928->10428
4929;2751;50437.0;4929->2751
4929;6091;50438.0;4929->6091
4929;6144;50439.0;4929->6144
4930;4927;50440.0;4930->4927
4930;6030;50441.0;4930->6030
4930;6198;50442.0;4930->6198
4930;6218;50443.0;4930->6218
4930;6258;50444.0;4930->6258
4931;484;50445.0;4931->484
4931;1075;50446.0;4931->1075
4931;3880;50447.0;4931->3880
4931;4932;50448.0;4931->4932
4932;2487;50449.0;4932->2487
4932;3872;50450.0;4932->3872
4932;6010;50451.0;4932->6010
4932;6138;50452.0;4932->6138
4932;10286;50453.0;4932->10286
4933;653;50454.0;4933->653
4933;1820;50455.0;4933->1820
4933;2349;50456.0;4933->2349
4933;2499;50457.0;4933->2499
4933;5950;50458.0;4933->5950
4933;6005;50459.0;4933->6005
4933;6010;50460.0;4933->6010
4933;6033;50461.0;4933->6033
4933;6054;50462.0;4933->6054
4933;6138;50463.0;4933->6138
4933;7499;50464.0;4933->7499
4933;7504;50465.0;4933->7504
4933;9150;50466.0;4933->9150
4933;9169;50467.0;4933->9169
4933;9377;50468.0;4933->9377
4933;9484;50469.0;4933->9484
4933;10286;50470.0;4933->10286
4934;4939;50471.0;4934->4939
4934;4940;50472.0;4934->4940
4935;4939;50473.0;4935->4939
4935;8233;50474.0;4935->8233
4935;8378;50475.0;4935->8378
4935;9245;50476.0;4935->9245
4936;1742;50477.0;4936->1742
4936;3057;50478.0;4936->3057
4936;4934;50479.0;4936->4934
4936;5393;50480.0;4936->5393
4936;7999;50481.0;4936->7999
4936;8004;50482.0;4936->8004
4936;8122;50483.0;4936->8122
4936;8168;50484.0;4936->8168
4936;8231;50485.0;4936->8231
4937;1550;50486.0;4937->1550
4937;4938;50487.0;4937->4938
4938;4937;50488.0;4938->4937
4938;9147;50489.0;4938->9147
4939;1109;50490.0;4939->1109
4939;1328;50491.0;4939->1328
4939;1742;50492.0;4939->1742
4939;3267;50493.0;4939->3267
4939;3352;50494.0;4939->3352
4939;3575;50495.0;4939->3575
4939;4934;50496.0;4939->4934
4939;4936;50497.0;4939->4936
4939;6480;50498.0;4939->6480
4939;7131;50499.0;4939->7131
4939;7385;50500.0;4939->7385
4939;7564;50501.0;4939->7564
4939;7833;50502.0;4939->7833
4939;8159;50503.0;4939->8159
4939;10174;50504.0;4939->10174
4939;11328;50505.0;4939->11328
4940;3265;50506.0;4940->3265
4940;3600;50507.0;4940->3600
4940;4934;50508.0;4940->4934
4940;4939;50509.0;4940->4939
4940;4941;50510.0;4940->4941
4940;6505;50511.0;4940->6505
4940;9169;50512.0;4940->9169
4941;1197;50513.0;4941->1197
4941;3265;50514.0;4941->3265
4941;4752;50515.0;4941->4752
4941;4762;50516.0;4941->4762
4941;4934;50517.0;4941->4934
4941;4939;50518.0;4941->4939
4941;4940;50519.0;4941->4940
4941;9583;50520.0;4941->9583
4942;289;50521.0;4942->289
4942;587;50522.0;4942->587
4942;870;50523.0;4942->870
4942;2894;50524.0;4942->2894
4942;3448;50525.0;4942->3448
4942;5314;50526.0;4942->5314
4942;7567;50527.0;4942->7567
4942;7689;50528.0;4942->7689
4942;7928;50529.0;4942->7928
4942;7963;50530.0;4942->7963
4942;8043;50531.0;4942->8043
4942;8082;50532.0;4942->8082
4942;8158;50533.0;4942->8158
4942;8198;50534.0;4942->8198
4942;8218;50535.0;4942->8218
4942;8393;50536.0;4942->8393
4942;8435;50537.0;4942->8435
4942;8447;50538.0;4942->8447
4942;8560;50539.0;4942->8560
4942;8927;50540.0;4942->8927
4942;9484;50541.0;4942->9484
4942;9683;50542.0;4942->9683
4942;9851;50543.0;4942->9851
4942;10513;50544.0;4942->10513
4943;3745;50545.0;4943->3745
4943;4934;50546.0;4943->4934
4943;4940;50547.0;4943->4940
4943;6138;50548.0;4943->6138
4943;7548;50549.0;4943->7548
4943;8657;50550.0;4943->8657
4943;9484;50551.0;4943->9484
4943;9583;50552.0;4943->9583
4943;9686;50553.0;4943->9686
4943;9887;50554.0;4943->9887
4943;10784;50555.0;4943->10784
4945;6382;50556.0;4945->6382
4945;9484;50557.0;4945->9484
4945;9583;50558.0;4945->9583
4946;2712;50559.0;4946->2712
4946;4932;50560.0;4946->4932
4946;5755;50561.0;4946->5755
4946;6010;50562.0;4946->6010
4946;9484;50563.0;4946->9484
4947;57;50564.0;4947->57
4947;797;50565.0;4947->797
4947;1136;50566.0;4947->1136
4947;1149;50567.0;4947->1149
4947;1668;50568.0;4947->1668
4947;3882;50569.0;4947->3882
4947;4008;50570.0;4947->4008
4947;6347;50571.0;4947->6347
4947;6352;50572.0;4947->6352
4947;6361;50573.0;4947->6361
4947;6362;50574.0;4947->6362
4947;6368;50575.0;4947->6368
